subject,level,subtopic,question,option_a,option_b,option_c,option_d,answer_index
math,easy,algebra,[Math | Algebra | Easy] Compute: 3 + 2 = ?,3,6,8,5,3
physics,master,modern:relativity,[Physics | Modern → Relativity | Master] Compute: 8 + 8 = ?,14,17,19,16,3
physics,master,modern:relativity,[Physics | Modern → Relativity | Master] Compute: 9 + 9 = ?,16,19,21,18,3
physics,master,modern:relativity,[Physics | Modern → Relativity | Master] Compute: 10 + 10 = ?,18,21,23,20,3
physics,master,modern:relativity,[Physics | Modern → Relativity | Master] Compute: 11 + 11 = ?,20,23,25,22,3
physics,expert,modern:relativity,[Physics | Modern → Relativity | Expert] Compute: 12 + 11 = ?,21,24,26,23,3
physics,expert,modern:relativity,[Physics | Modern → Relativity | Expert] Compute: 13 + 12 = ?,23,26,28,25,3
physics,expert,modern:relativity,[Physics | Modern → Relativity | Expert] Compute: 14 + 13 = ?,25,28,30,27,3
physics,expert,modern:relativity,[Physics | Modern → Relativity | Expert] Compute: 15 + 14 = ?,27,30,32,29,3
physics,expert,modern:relativity,[Physics | Modern → Relativity | Expert] Compute: 16 + 15 = ?,29,32,34,31,3
chemistry,easy,atomic,[Chemistry | Atomic | Easy] Compute: 17 + 2 = ?,17,20,22,19,3
chemistry,easy,atomic,[Chemistry | Atomic | Easy] Compute: 18 + 3 = ?,19,22,24,21,3
chemistry,easy,atomic,[Chemistry | Atomic | Easy] Compute: 19 + 4 = ?,21,24,26,23,3
chemistry,easy,atomic,[Chemistry | Atomic | Easy] Compute: 3 + 5 = ?,6,9,11,8,3
chemistry,easy,atomic,[Chemistry | Atomic | Easy] Compute: 4 + 6 = ?,8,11,13,10,3
chemistry,medium,atomic,[Chemistry | Atomic | Medium] Compute: 5 + 3 = ?,6,9,11,8,3
chemistry,medium,atomic,[Chemistry | Atomic | Medium] Compute: 6 + 4 = ?,8,11,13,10,3
chemistry,medium,atomic,[Chemistry | Atomic | Medium] Compute: 7 + 5 = ?,10,13,15,12,3
chemistry,medium,atomic,[Chemistry | Atomic | Medium] Compute: 8 + 6 = ?,12,15,17,14,3
chemistry,medium,atomic,[Chemistry | Atomic | Medium] Compute: 9 + 7 = ?,14,17,19,16,3
chemistry,hard,atomic,[Chemistry | Atomic | Hard] Compute: 10 + 5 = ?,13,16,18,15,3
chemistry,hard,atomic,[Chemistry | Atomic | Hard] Compute: 11 + 6 = ?,15,18,20,17,3
chemistry,hard,atomic,[Chemistry | Atomic | Hard] Compute: 12 + 7 = ?,17,20,22,19,3
chemistry,hard,atomic,[Chemistry | Atomic | Hard] Compute: 13 + 8 = ?,19,22,24,21,3
chemistry,hard,atomic,[Chemistry | Atomic | Hard] Compute: 14 + 9 = ?,21,24,26,23,3
chemistry,master,atomic,[Chemistry | Atomic | Master] Compute: 15 + 7 = ?,20,23,25,22,3
chemistry,master,atomic,[Chemistry | Atomic | Master] Compute: 16 + 8 = ?,22,25,27,24,3
chemistry,master,atomic,[Chemistry | Atomic | Master] Compute: 17 + 9 = ?,24,27,29,26,3
chemistry,master,atomic,[Chemistry | Atomic | Master] Compute: 18 + 10 = ?,26,29,31,28,3
chemistry,master,atomic,[Chemistry | Atomic | Master] Compute: 19 + 11 = ?,28,31,33,30,3
chemistry,expert,atomic,[Chemistry | Atomic | Expert] Compute: 3 + 11 = ?,12,15,17,14,3
chemistry,expert,atomic,[Chemistry | Atomic | Expert] Compute: 4 + 12 = ?,14,17,19,16,3
chemistry,expert,atomic,[Chemistry | Atomic | Expert] Compute: 5 + 13 = ?,16,19,21,18,3
chemistry,expert,atomic,[Chemistry | Atomic | Expert] Compute: 6 + 14 = ?,18,21,23,20,3
chemistry,expert,atomic,[Chemistry | Atomic | Expert] Compute: 7 + 15 = ?,20,23,25,22,3
chemistry,easy,atomic:structure,[Chemistry | Atomic → Structure | Easy] Compute: 8 + 2 = ?,8,11,13,10,3
chemistry,easy,atomic:structure,[Chemistry | Atomic → Structure | Easy] Compute: 9 + 3 = ?,10,13,15,12,3
chemistry,easy,atomic:structure,[Chemistry | Atomic → Structure | Easy] Compute: 10 + 4 = ?,12,15,17,14,3
chemistry,easy,atomic:structure,[Chemistry | Atomic → Structure | Easy] Compute: 11 + 5 = ?,14,17,19,16,3
chemistry,easy,atomic:structure,[Chemistry | Atomic → Structure | Easy] Compute: 12 + 6 = ?,16,19,21,18,3
chemistry,medium,atomic:structure,[Chemistry | Atomic → Structure | Medium] Compute: 13 + 3 = ?,14,17,19,16,3
chemistry,medium,atomic:structure,[Chemistry | Atomic → Structure | Medium] Compute: 14 + 4 = ?,16,19,21,18,3
chemistry,medium,atomic:structure,[Chemistry | Atomic → Structure | Medium] Compute: 15 + 5 = ?,18,21,23,20,3
chemistry,medium,atomic:structure,[Chemistry | Atomic → Structure | Medium] Compute: 16 + 6 = ?,20,23,25,22,3
chemistry,medium,atomic:structure,[Chemistry | Atomic → Structure | Medium] Compute: 17 + 7 = ?,22,25,27,24,3
chemistry,hard,atomic:structure,[Chemistry | Atomic → Structure | Hard] Compute: 18 + 5 = ?,21,24,26,23,3
chemistry,hard,atomic:structure,[Chemistry | Atomic → Structure | Hard] Compute: 19 + 6 = ?,23,26,28,25,3
chemistry,hard,atomic:structure,[Chemistry | Atomic → Structure | Hard] Compute: 3 + 7 = ?,8,11,13,10,3
chemistry,hard,atomic:structure,[Chemistry | Atomic → Structure | Hard] Compute: 4 + 8 = ?,10,13,15,12,3
chemistry,hard,atomic:structure,[Chemistry | Atomic → Structure | Hard] Compute: 5 + 9 = ?,12,15,17,14,3
chemistry,master,atomic:structure,[Chemistry | Atomic → Structure | Master] Compute: 6 + 7 = ?,11,14,16,13,3
chemistry,master,atomic:structure,[Chemistry | Atomic → Structure | Master] Compute: 7 + 8 = ?,13,16,18,15,3
chemistry,master,atomic:structure,[Chemistry | Atomic → Structure | Master] Compute: 8 + 9 = ?,15,18,20,17,3
chemistry,master,atomic:structure,[Chemistry | Atomic → Structure | Master] Compute: 9 + 10 = ?,17,20,22,19,3
chemistry,master,atomic:structure,[Chemistry | Atomic → Structure | Master] Compute: 10 + 11 = ?,19,22,24,21,3
chemistry,expert,atomic:structure,[Chemistry | Atomic → Structure | Expert] Compute: 11 + 11 = ?,20,23,25,22,3
chemistry,expert,atomic:structure,[Chemistry | Atomic → Structure | Expert] Compute: 12 + 12 = ?,22,25,27,24,3
chemistry,expert,atomic:structure,[Chemistry | Atomic → Structure | Expert] Compute: 13 + 13 = ?,24,27,29,26,3
chemistry,expert,atomic:structure,[Chemistry | Atomic → Structure | Expert] Compute: 14 + 14 = ?,26,29,31,28,3
chemistry,expert,atomic:structure,[Chemistry | Atomic → Structure | Expert] Compute: 15 + 15 = ?,28,31,33,30,3
chemistry,easy,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Easy] Compute: 16 + 2 = ?,16,19,21,18,3
chemistry,easy,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Easy] Compute: 17 + 3 = ?,18,21,23,20,3
chemistry,easy,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Easy] Compute: 18 + 4 = ?,20,23,25,22,3
chemistry,easy,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Easy] Compute: 19 + 5 = ?,22,25,27,24,3
chemistry,easy,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Easy] Compute: 3 + 6 = ?,7,10,12,9,3
chemistry,medium,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Medium] Compute: 4 + 3 = ?,5,8,10,7,3
chemistry,medium,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Medium] Compute: 5 + 4 = ?,7,10,12,9,3
chemistry,medium,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Medium] Compute: 6 + 5 = ?,9,12,14,11,3
chemistry,medium,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Medium] Compute: 7 + 6 = ?,11,14,16,13,3
chemistry,medium,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Medium] Compute: 8 + 7 = ?,13,16,18,15,3
chemistry,hard,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Hard] Compute: 9 + 5 = ?,12,15,17,14,3
chemistry,hard,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Hard] Compute: 10 + 6 = ?,14,17,19,16,3
chemistry,hard,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Hard] Compute: 11 + 7 = ?,16,19,21,18,3
chemistry,hard,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Hard] Compute: 12 + 8 = ?,18,21,23,20,3
chemistry,hard,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Hard] Compute: 13 + 9 = ?,20,23,25,22,3
chemistry,master,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Master] Compute: 14 + 7 = ?,19,22,24,21,3
chemistry,master,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Master] Compute: 15 + 8 = ?,21,24,26,23,3
chemistry,master,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Master] Compute: 16 + 9 = ?,23,26,28,25,3
chemistry,master,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Master] Compute: 17 + 10 = ?,25,28,30,27,3
chemistry,master,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Master] Compute: 18 + 11 = ?,27,30,32,29,3
chemistry,expert,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Expert] Compute: 19 + 11 = ?,28,31,33,30,3
chemistry,expert,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Expert] Compute: 3 + 12 = ?,13,16,18,15,3
chemistry,expert,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Expert] Compute: 4 + 13 = ?,15,18,20,17,3
chemistry,expert,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Expert] Compute: 5 + 14 = ?,17,20,22,19,3
chemistry,expert,atomic:periodic-trends,[Chemistry | Atomic → Periodic Trends | Expert] Compute: 6 + 15 = ?,19,22,24,21,3
chemistry,easy,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Easy] Compute: 7 + 2 = ?,7,10,12,9,3
chemistry,easy,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Easy] Compute: 8 + 3 = ?,9,12,14,11,3
chemistry,easy,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Easy] Compute: 9 + 4 = ?,11,14,16,13,3
chemistry,easy,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Easy] Compute: 10 + 5 = ?,13,16,18,15,3
chemistry,easy,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Easy] Compute: 11 + 6 = ?,15,18,20,17,3
chemistry,medium,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Medium] Compute: 12 + 3 = ?,13,16,18,15,3
chemistry,medium,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Medium] Compute: 13 + 4 = ?,15,18,20,17,3
chemistry,medium,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Medium] Compute: 14 + 5 = ?,17,20,22,19,3
chemistry,medium,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Medium] Compute: 15 + 6 = ?,19,22,24,21,3
chemistry,medium,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Medium] Compute: 16 + 7 = ?,21,24,26,23,3
chemistry,hard,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Hard] Compute: 17 + 5 = ?,20,23,25,22,3
chemistry,hard,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Hard] Compute: 18 + 6 = ?,22,25,27,24,3
chemistry,hard,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Hard] Compute: 19 + 7 = ?,24,27,29,26,3
chemistry,hard,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Hard] Compute: 3 + 8 = ?,9,12,14,11,3
chemistry,hard,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Hard] Compute: 4 + 9 = ?,11,14,16,13,3
chemistry,master,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Master] Compute: 5 + 7 = ?,10,13,15,12,3
chemistry,master,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Master] Compute: 6 + 8 = ?,12,15,17,14,3
chemistry,master,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Master] Compute: 7 + 9 = ?,14,17,19,16,3
chemistry,master,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Master] Compute: 8 + 10 = ?,16,19,21,18,3
chemistry,master,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Master] Compute: 9 + 11 = ?,18,21,23,20,3
chemistry,expert,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Expert] Compute: 10 + 11 = ?,19,22,24,21,3
chemistry,expert,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Expert] Compute: 11 + 12 = ?,21,24,26,23,3
chemistry,expert,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Expert] Compute: 12 + 13 = ?,23,26,28,25,3
chemistry,expert,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Expert] Compute: 13 + 14 = ?,25,28,30,27,3
chemistry,expert,atomic:quantum-model,[Chemistry | Atomic → Quantum Model | Expert] Compute: 14 + 15 = ?,27,30,32,29,3
chemistry,easy,bonding,[Chemistry | Bonding | Easy] Compute: 15 + 2 = ?,15,18,20,17,3
chemistry,easy,bonding,[Chemistry | Bonding | Easy] Compute: 16 + 3 = ?,17,20,22,19,3
chemistry,easy,bonding,[Chemistry | Bonding | Easy] Compute: 17 + 4 = ?,19,22,24,21,3
chemistry,easy,bonding,[Chemistry | Bonding | Easy] Compute: 18 + 5 = ?,21,24,26,23,3
chemistry,easy,bonding,[Chemistry | Bonding | Easy] Compute: 19 + 6 = ?,23,26,28,25,3
chemistry,medium,bonding,[Chemistry | Bonding | Medium] Compute: 3 + 3 = ?,4,7,9,6,3
chemistry,medium,bonding,[Chemistry | Bonding | Medium] Compute: 4 + 4 = ?,6,9,11,8,3
chemistry,medium,bonding,[Chemistry | Bonding | Medium] Compute: 5 + 5 = ?,8,11,13,10,3
chemistry,medium,bonding,[Chemistry | Bonding | Medium] Compute: 6 + 6 = ?,10,13,15,12,3
chemistry,medium,bonding,[Chemistry | Bonding | Medium] Compute: 7 + 7 = ?,12,15,17,14,3
chemistry,hard,bonding,[Chemistry | Bonding | Hard] Compute: 8 + 5 = ?,11,14,16,13,3
chemistry,hard,bonding,[Chemistry | Bonding | Hard] Compute: 9 + 6 = ?,13,16,18,15,3
chemistry,hard,bonding,[Chemistry | Bonding | Hard] Compute: 10 + 7 = ?,15,18,20,17,3
chemistry,hard,bonding,[Chemistry | Bonding | Hard] Compute: 11 + 8 = ?,17,20,22,19,3
chemistry,hard,bonding,[Chemistry | Bonding | Hard] Compute: 12 + 9 = ?,19,22,24,21,3
chemistry,master,bonding,[Chemistry | Bonding | Master] Compute: 13 + 7 = ?,18,21,23,20,3
chemistry,master,bonding,[Chemistry | Bonding | Master] Compute: 14 + 8 = ?,20,23,25,22,3
chemistry,master,bonding,[Chemistry | Bonding | Master] Compute: 15 + 9 = ?,22,25,27,24,3
chemistry,master,bonding,[Chemistry | Bonding | Master] Compute: 16 + 10 = ?,24,27,29,26,3
chemistry,master,bonding,[Chemistry | Bonding | Master] Compute: 17 + 11 = ?,26,29,31,28,3
chemistry,expert,bonding,[Chemistry | Bonding | Expert] Compute: 18 + 11 = ?,27,30,32,29,3
chemistry,expert,bonding,[Chemistry | Bonding | Expert] Compute: 19 + 12 = ?,29,32,34,31,3
chemistry,expert,bonding,[Chemistry | Bonding | Expert] Compute: 3 + 13 = ?,14,17,19,16,3
chemistry,expert,bonding,[Chemistry | Bonding | Expert] Compute: 4 + 14 = ?,16,19,21,18,3
chemistry,expert,bonding,[Chemistry | Bonding | Expert] Compute: 5 + 15 = ?,18,21,23,20,3
chemistry,easy,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Easy] Compute: 6 + 2 = ?,6,9,11,8,3
chemistry,easy,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Easy] Compute: 7 + 3 = ?,8,11,13,10,3
chemistry,easy,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Easy] Compute: 8 + 4 = ?,10,13,15,12,3
chemistry,easy,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Easy] Compute: 9 + 5 = ?,12,15,17,14,3
chemistry,easy,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Easy] Compute: 10 + 6 = ?,14,17,19,16,3
chemistry,medium,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Medium] Compute: 11 + 3 = ?,12,15,17,14,3
chemistry,medium,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Medium] Compute: 12 + 4 = ?,14,17,19,16,3
chemistry,medium,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Medium] Compute: 13 + 5 = ?,16,19,21,18,3
chemistry,medium,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Medium] Compute: 14 + 6 = ?,18,21,23,20,3
chemistry,medium,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Medium] Compute: 15 + 7 = ?,20,23,25,22,3
chemistry,hard,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Hard] Compute: 16 + 5 = ?,19,22,24,21,3
chemistry,hard,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Hard] Compute: 17 + 6 = ?,21,24,26,23,3
chemistry,hard,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Hard] Compute: 18 + 7 = ?,23,26,28,25,3
chemistry,hard,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Hard] Compute: 19 + 8 = ?,25,28,30,27,3
chemistry,hard,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Hard] Compute: 3 + 9 = ?,10,13,15,12,3
chemistry,master,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Master] Compute: 4 + 7 = ?,9,12,14,11,3
chemistry,master,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Master] Compute: 5 + 8 = ?,11,14,16,13,3
chemistry,master,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Master] Compute: 6 + 9 = ?,13,16,18,15,3
chemistry,master,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Master] Compute: 7 + 10 = ?,15,18,20,17,3
chemistry,master,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Master] Compute: 8 + 11 = ?,17,20,22,19,3
chemistry,expert,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Expert] Compute: 9 + 11 = ?,18,21,23,20,3
chemistry,expert,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Expert] Compute: 10 + 12 = ?,20,23,25,22,3
chemistry,expert,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Expert] Compute: 11 + 13 = ?,22,25,27,24,3
chemistry,expert,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Expert] Compute: 12 + 14 = ?,24,27,29,26,3
chemistry,expert,bonding:ionic-covalent,[Chemistry | Bonding → Ionic Covalent | Expert] Compute: 13 + 15 = ?,26,29,31,28,3
chemistry,easy,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Easy] Compute: 14 + 2 = ?,14,17,19,16,3
chemistry,easy,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Easy] Compute: 15 + 3 = ?,16,19,21,18,3
chemistry,easy,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Easy] Compute: 16 + 4 = ?,18,21,23,20,3
chemistry,easy,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Easy] Compute: 17 + 5 = ?,20,23,25,22,3
chemistry,easy,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Easy] Compute: 18 + 6 = ?,22,25,27,24,3
chemistry,medium,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Medium] Compute: 19 + 3 = ?,20,23,25,22,3
chemistry,medium,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Medium] Compute: 3 + 4 = ?,5,8,10,7,3
chemistry,medium,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Medium] Compute: 4 + 5 = ?,7,10,12,9,3
chemistry,medium,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Medium] Compute: 5 + 6 = ?,9,12,14,11,3
chemistry,medium,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Medium] Compute: 6 + 7 = ?,11,14,16,13,3
chemistry,hard,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Hard] Compute: 7 + 5 = ?,10,13,15,12,3
chemistry,hard,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Hard] Compute: 8 + 6 = ?,12,15,17,14,3
chemistry,hard,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Hard] Compute: 9 + 7 = ?,14,17,19,16,3
chemistry,hard,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Hard] Compute: 10 + 8 = ?,16,19,21,18,3
chemistry,hard,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Hard] Compute: 11 + 9 = ?,18,21,23,20,3
chemistry,master,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Master] Compute: 12 + 7 = ?,17,20,22,19,3
chemistry,master,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Master] Compute: 13 + 8 = ?,19,22,24,21,3
chemistry,master,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Master] Compute: 14 + 9 = ?,21,24,26,23,3
chemistry,master,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Master] Compute: 15 + 10 = ?,23,26,28,25,3
chemistry,master,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Master] Compute: 16 + 11 = ?,25,28,30,27,3
chemistry,expert,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Expert] Compute: 17 + 11 = ?,26,29,31,28,3
chemistry,expert,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Expert] Compute: 18 + 12 = ?,28,31,33,30,3
chemistry,expert,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Expert] Compute: 19 + 13 = ?,30,33,35,32,3
chemistry,expert,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Expert] Compute: 3 + 14 = ?,15,18,20,17,3
chemistry,expert,bonding:molecular-shapes,[Chemistry | Bonding → Molecular Shapes | Expert] Compute: 4 + 15 = ?,17,20,22,19,3
chemistry,easy,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Easy] Compute: 5 + 2 = ?,5,8,10,7,3
chemistry,easy,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Easy] Compute: 6 + 3 = ?,7,10,12,9,3
chemistry,easy,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Easy] Compute: 7 + 4 = ?,9,12,14,11,3
chemistry,easy,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Easy] Compute: 8 + 5 = ?,11,14,16,13,3
chemistry,easy,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Easy] Compute: 9 + 6 = ?,13,16,18,15,3
chemistry,medium,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Medium] Compute: 10 + 3 = ?,11,14,16,13,3
chemistry,medium,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Medium] Compute: 11 + 4 = ?,13,16,18,15,3
chemistry,medium,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Medium] Compute: 12 + 5 = ?,15,18,20,17,3
chemistry,medium,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Medium] Compute: 13 + 6 = ?,17,20,22,19,3
chemistry,medium,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Medium] Compute: 14 + 7 = ?,19,22,24,21,3
chemistry,hard,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Hard] Compute: 15 + 5 = ?,18,21,23,20,3
chemistry,hard,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Hard] Compute: 16 + 6 = ?,20,23,25,22,3
chemistry,hard,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Hard] Compute: 17 + 7 = ?,22,25,27,24,3
chemistry,hard,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Hard] Compute: 18 + 8 = ?,24,27,29,26,3
chemistry,hard,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Hard] Compute: 19 + 9 = ?,26,29,31,28,3
chemistry,master,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Master] Compute: 3 + 7 = ?,8,11,13,10,3
chemistry,master,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Master] Compute: 4 + 8 = ?,10,13,15,12,3
chemistry,master,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Master] Compute: 5 + 9 = ?,12,15,17,14,3
chemistry,master,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Master] Compute: 6 + 10 = ?,14,17,19,16,3
chemistry,master,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Master] Compute: 7 + 11 = ?,16,19,21,18,3
chemistry,expert,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Expert] Compute: 8 + 11 = ?,17,20,22,19,3
chemistry,expert,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Expert] Compute: 9 + 12 = ?,19,22,24,21,3
chemistry,expert,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Expert] Compute: 10 + 13 = ?,21,24,26,23,3
chemistry,expert,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Expert] Compute: 11 + 14 = ?,23,26,28,25,3
chemistry,expert,bonding:intermolecular-forces,[Chemistry | Bonding → Intermolecular Forces | Expert] Compute: 12 + 15 = ?,25,28,30,27,3
chemistry,easy,reactions,[Chemistry | Reactions | Easy] Compute: 13 + 2 = ?,13,16,18,15,3
chemistry,easy,reactions,[Chemistry | Reactions | Easy] Compute: 14 + 3 = ?,15,18,20,17,3
chemistry,easy,reactions,[Chemistry | Reactions | Easy] Compute: 15 + 4 = ?,17,20,22,19,3
chemistry,easy,reactions,[Chemistry | Reactions | Easy] Compute: 16 + 5 = ?,19,22,24,21,3
chemistry,easy,reactions,[Chemistry | Reactions | Easy] Compute: 17 + 6 = ?,21,24,26,23,3
chemistry,medium,reactions,[Chemistry | Reactions | Medium] Compute: 18 + 3 = ?,19,22,24,21,3
chemistry,medium,reactions,[Chemistry | Reactions | Medium] Compute: 19 + 4 = ?,21,24,26,23,3
chemistry,medium,reactions,[Chemistry | Reactions | Medium] Compute: 3 + 5 = ?,6,9,11,8,3
chemistry,medium,reactions,[Chemistry | Reactions | Medium] Compute: 4 + 6 = ?,8,11,13,10,3
chemistry,medium,reactions,[Chemistry | Reactions | Medium] Compute: 5 + 7 = ?,10,13,15,12,3
chemistry,hard,reactions,[Chemistry | Reactions | Hard] Compute: 6 + 5 = ?,9,12,14,11,3
chemistry,hard,reactions,[Chemistry | Reactions | Hard] Compute: 7 + 6 = ?,11,14,16,13,3
chemistry,hard,reactions,[Chemistry | Reactions | Hard] Compute: 8 + 7 = ?,13,16,18,15,3
